,Unnamed: 0,Tweet,label
5556,5556,@user damm baby girl you got a nice pussy right there and be sites you pussy look morh bigger than my girl pussy,H
5557,5557,I love it when married bitches start posting inspirational memes about having a strong relationship... Single in 3-2-1...,H
5558,5558,Germany's BAMF migration office warns against fake employees,H
5559,5559,"@user Even a Gym wouldnt hire him, and who da heck got him in DC? #MAGA #WalkAway #LeaveDNC #VoteRed2018 #Trump2020 #TrumpPence2020 #WakeUp #NoJihad #NoDACA",H
5560,5560,Don't ever apologize for knowing your worth... Even if you're worthless,H
5561,5561,nobody went to jail for invading Iraq. nobody went to jail for bombing Libya. nobody went to jail for funding Al-Qaeda in Syria. lets take a wild guess and say nobody will go to jail for Trump separating immigrant children from their parents.,N
5562,5562,"@user I never will understand how not enforcing the laws and working with fellow city, county, state, and federal law enforcement agencies isnt the Normal way of doing business. And how illegal aliens are being turned loose is crazy. #BuildThatWa",H
5563,5563,@user I don't give a crap about their emotional wounds. Just unceremoniously throw them back into Mexico.#NoAmnesty#NoDACANo more taxpayer-supported dependents.Jobs for citizens not invading criminals & their childrenDeport ALL illegalsArrest ALL,N
5564,5564,Too many illegal Muslim migrants seen in Delhi/Metros begging on Light signals.,N
5565,5565,"next bitch that cheat on me getting pimped out, you wanna be a hoe bout shit so we gon make this money",H
5566,5566,@user got these hoes thinking sharing a nigga or being a side bitch is cool 🤦🏽‍♀️,H
5567,5567,#Veterans first #RefugeesNotWelcome . #VeteransBeforeIllegals,N
5568,5568,"@user @user @user tell ME-What could people who come through the BACK DOOR,bring to our country-Except 4 CRIME & DISEASE ??#BuildThatWallU Can share",H
5569,5569,"@user Thank you for this article, truly. Those “not all men” comments below it... I don’t know how you keep your sanity.",H
5570,5570,Illegal Immigrant With Assault Rifle Shoots at TX Interstate Drivers 7 Year-Old Girl Hit in the Head,N
5571,5571,"Tech giants Facebook, Apple, YouTube ditch Alex Jones Banning him and his outlet is wrong. It’s not just a slippery slope, it’s a dangerous cliff that these social media companies are jumping off to satisfy CNN and other liberal outlets. #1A is at risk",H
5572,5572,@user thanks for ruining a beloved song from “The Sound of Music” by using that extremely creepy electronic version in your commercial.  Shame on you.,N
5573,5573,I want a fucking boyfriend who could feel comfortable telling me everything. Not some pussy ass skank bitch like yourself,H
5574,5574,Another reason for #BuildThatWall,N
5575,5575,How many immigrant kids were reunited with their parent today?,N
5576,5576,Show your support. Subscribe by RSS. Men's rights advocates are growing! #jobsreport #BringingBacktheSunshine,N
5577,5577,"'Dick hair' sounds like 'take care.' If you're having a bad day, say 'dick hair' as you wave goodbye to annoying people. They won't know. 😁",H
5578,5578,"With todays #JalalabadAttack &amp; other vicious attacks claimed by ISIS, I smell a spillover of refugees in Pak again. This time we should not open borders for them. We cant afford terrorists taking undue advantage. Let Americans deal with it.#Afghanistan #Jalalabad",N
5579,5579,Italia stopps agains 450 refugees. All working people around the world think evrybody has to stay home and make the own country better. But: 3 % of worldpopulation are in move for a better lifem they believe - this must get stopped quick.,N
5580,5580,"Niger's forced return of 135 Sudanese nationals to Libya, notorious for its horrendous treatment of migrants and refugees, is a flagrant breach of international law @user @user @user",N
5581,5581,@user >YET 'AGAIN'THE ONLY 'THING' THAT SO-CALLED 'REFUGEES' BRING TO 'THE RIGHTEOUS WESTERN WORLD' IS '#Terrorism' AND 'SEXUAL CRIMINALITY'THE 'TRUE #German PEOPLE' KNOW 'THIS'NOW 'THEY' ARE TELLING THE '#FakeNews #Politicians' TOO#Kothen #Germany #ref,H
5582,5582,@user Telemarketer did same to me called me a whore and said he would rape me. Nice.,H
5583,5583,I never understood why anybody waits to say they got raped smh rape me bitch I’m snitching soon as you leave fuck boy,N
5584,5584,When you know you're a piece of shit and own it like a boss,H
5585,5585,Germany considers tough response to #Spain migration 'surge',H
5586,5586,@user stop controlling me!!!!! 😝😝😝😝😝,H
5587,5587,Tajikistani Charged With Beating New York University Professor To Death   Another animal.../,N
5588,5588,"On the Burqa I think people in the West seem to get confused with how it’s worn in Western countries and in the ME.  I’m not a fan of it myself but know so many people that wear it to feel more religious, often surprising their 1st-gen immigrant parents that tried to fit in.",N
5589,5589,"It's #WorldRefugeeDay.  For FY2018 the refugee admissions cap is at a historic low of only 45,000, divided among 5 regions of the world. After 2/3 of a year, the  U.S. has only admitted 14,300 #refugees or 32% of the total. @user @user @user @user @user",N
5590,5590,Riot: Muslim migrants take to the streets in Italy demanding law to allow mosque building by taxpayers' money - Free Speech Time - @user,N
5591,5591,"Trustttttt me! 😂😂😂 The girl ting works for him, “just stay in your lane, bitch.”",N
5592,5592,JIN SAYS 'VOTE US ON MWAVE YOU HOE' :),N
5593,5593,@user dont u have anything better to do u cunt bitch,N
5594,5594,Ill kill the bitch (chloe) when your not home — Idgaf if you’re kidding bitch I’ll report your ass ...,H
5595,5595,"Cressida Dick: A Profile Here, we profile the woman who is heading up the capital's police forc ..",N
5596,5596,Youth care worker charged with molesting 8 immigrant boys at Arizona shelter via @user,H
5597,5597,@user Every Country has a Right to Defend its Border and determine who comes into their Country #Immigration is not a Right,H
5598,5598,First comes tightening of non prosecution of Naff Staff then open door immigration Policy for Non EU medical staff after a week of complaining about poor Indian sponsored Medical students and Doctors Immigration law is changed for others through the back door they call it common#,N
5599,5599,Helping refugees proves labour of love in Germany,N
5600,5600,A wide range of advocates for immigrants and civil rights groups say Facebook’s definition of political advertising has become so broad that they...,H
5601,5601,"And what is your message to our own CITIZENS, our veterans, our children and those living below the poverty line in California? #DeportThemAll #NoDACA",N
5602,5602,"@user Buy more RAM, girl :P",N
5603,5603,"No that little tattoo of a flower on your ankle doesn't make you a whore... Or your trampstamp... Fuck it, YOU'RE A WHORE #WomenSuck",N
5604,5604,When you know your worth...,H
5605,5605,Woman that tell guys 'I just wanna be single for the summer.' are just trying to whore around. Don't come crying to us guys come Fall!,N
5606,5606,Illegal Aliens have the Audacity to try to enter a U.S Army Base that's  a National Security Risk Here ILLEGALLY for 10 or 30 years get deported !  #RedNationRising  #Immigration #Trump #MAGA #SendthemBack via @user,H
5607,5607,You sick bitch,N
5608,5608,Heartbreak. The final heartbreak. Helps you see what the problem is. What you need to do to get better. I need to fill that hole.,H
5609,5609,12 Illegal Immigrants Found in Texas Border City Stash Houses in One Day via @user,H
5610,5610,@user Lmao this bitch got no clue what shes even attracted too...show any women vulnerability and shes gonna be…,H
5611,5611,Not all men care about how sexy you are.Some men wait to hear what you say. Most men fall for ignorance.Real men praise intelligence.,N
5612,5612,@user It's women like Kathy Griffin that the word cunt is becoming just as popular here as it is in the United Kingdom and Australia.,N
5613,5613,RT @user 😂😂😂,N
5614,5614,Great article in @user about Mexican Born wild land firefighters saving property in Trump country. Shasta Co. Too bad this will fall upon deaf trumpers ears. @user,N
5615,5615,"@user Dogs in America, or dogs in Mexico??            A Mexican asked me whether I was saying that Hispanic immigrants had no right to a country, meaning OURS. I replied, ""Immigrants HAVE a country, or they wouldn't be IMMIGRANTS.""",H
5616,5616,🚨🔥🚨 #SPAIN BECOMES #MIGRANT HOTSPOT| BORDER WALL STORMED | #SOCIALIST GOVERNMENT....🚨🔥🚨  🔥#LiberalsRuinEverything 🔥#SocialismSUCKS 🔥#DeportThemAll  🔥#RefugeesNotWelcome  🔥#EconomicIllegalRefugeesMustGoBACK   via @user,N
5617,5617,@user [ ho~ you doubt me?,N
5618,5618,"I deleted my opening tweet about this because you know, be a good woman, keep quiet, mustn't be 'hysterical' or 'make a fuss'",H
5619,5619,Refugees go home for vacation.,H
5620,5620,Organizing events? Hiring employees? Need a community of diverse immigrant women leaders? Email us for a partnership request: contact@femigrants.org  #partnership #collaboration #diverseimmigrantwomen #diversewomenleaders #empowerfemaleimmigrants #womenleaders #femaleimmigrants,N
5621,5621,Suck a dick and choke you bitch,N
5622,5622,Friend- do you wanna drink today? Me-,N
5623,5623,"""In all, 17,781 illegal migrants arrived in Spain during the first six months of 2018, almost double the 9,581 migrants who arrived in Spain during the same period in 2017.""",N
5624,5624,"Anybody can dig a hole and plant a tree. But to make sure it survives, you have to nurture it, you have to suffer for it,jst lyk a wife.",H
5625,5625,"There are less than 2 months left of FY'18 and only 17,564 refugees have been welcomed into the US, drastically short of the goal of 45,000. Join us as we continue to stand for the vulnerable #WhereRtheRefugees",N
5626,5626,The warning 2 the Turkish Leadership stop demanding and blackmailing Europe and the World about refugees desperate Men on a Islamic Mission,N
5627,5627,If your 'fiancé' has a conversation with a bitch like this would you keep her?,N
5628,5628,America wants to #BuildTheWall @user #BuildThatWall #America1st,N
5629,5629,Federal Home Ministry asks #Kashmir chief secretary not to allow movement of #Rohingya beyond certain locations #ucanews #thereforthevoiceless #refugees #India @user @user @user @user @user @user @user,N
5630,5630,Russia confirms Syrian refugee proposal sent to United States @user  me tinks Mother Russia aka Putin tryeth too much too late ......,H
5631,5631,"I'd cook, clean, communicate, love , respect,spoil & cherish. Not all men can give a woman a lifetime commitment.",H
5632,5632,"I’m at DFW airport and imagining racists having a hell of a time dealing with every shop having a majority or totality of immigrant/minority employees, and thinking they stole a white person’s job. No, they’re the only ones who would put up with a commute to DFW for crap wages.",N
5633,5633,Boy 11 Dies a Week after Hit & Run Crash By Illegal Alien @user @user ENOUGH ALREADY! #NoAmnesty #NoDACA #BuildTheDamnWall #EndSanctuaryCities #EndChainMigration #KeepAmericansSafeStop Putting Americans lives at risk!,N
5634,5634,@user @user @user Every woman deserves a BIG DICK!,N
5635,5635,@user @user Most annoying cunt ever and I never call women that.,N
5636,5636,"Enimen, you are a disgrace to America! Go crawl back into your hole..... I Would NEVER Let my grand children listen to your NON Music,1",H
5637,5637,Ahh That’s What I Get For Being A Whore 😭🙄 Now All These Bitches Wanna Talk 🤦🏽‍♀️,H
5638,5638,Hating men is an important part of feminism why cant these men serving brats just shut the fuck up,H
5639,5639,"@user @user Here it is not about Refugees or Illegal immigrants. It is about whether one has documents before 1971 or not. Now, it is difficult for slum people and beggars to show valid documents, except the name in voter list. 1st under",N
5640,5640,@user @user Hunt illigal refugees by dogs to save the USA from bad elements !,H
5641,5641,Biting the hand that feeds you.  All part of the Hijra (immigration jihad).,H
5642,5642,@user STFU with that stupid rape culture retardation.,H
5643,5643,"@user Wrong, you slithering kunt.",H
5644,5644,"But Azealia, you're not happy with only having your intellectual equals (AKA the Kunt Brigade). You want Cardi's place. Nicki's place. LOL",H
5645,5645,"@user La  Raza Board Member runs non-profit that made over $1 billion under Obama  from managing illegal children migrants, and will make $500 million  just this year.https://t.co/GhZT4zVnYZ",H
5646,5646,"Dear #NotAllMen, I invite you to be a part of the solution and not the problem.",N
5647,5647,"Brilliant, stone a woman after rape, there is no scandal.",N
5648,5648,"...you can tune into the debate on homelessness amongst refugees here at 2:30: To find out more, read the @user briefing here: Thank you to @user for sponsoring the debate on this important issue.",N
5649,5649,Radical Muslims are granted extra rights. #RadicalIslam #Nosharia #NoMuslimIdeology #BuildThatWall #Trump2020 #MAGA #POTUS45 #Christianity #JesusChrist #2AShallNotBeInfringed,N
5650,5650,"Lagerfeld - fashiondesigner says he hates Merkel. 1 mio. refugees find place in Germany, which are antisemitic muslims, which hate Jews. This is a crime from Merkel, which not learned from the Holocaust.",N
5651,5651,Only bitch ass fuckers rape women,N
5652,5652,My grandpa once told me 'The only bitch that matters is my DOG' and I've stood by that my whole life. #BitchesAreDogs #DogBitch #Ihatewome,H
5653,5653,"I got an actual real life ‘not all men’ today, have I officially made it as a difficult woman now?",H
5654,5654,Xd @user tight hole lost <3 Kids @user ok cunt penetrate @user @user,H
5655,5655,"Don't speak bitch,just Die Die Die Why can't you go bye bye bye? Cause I will take your life away So turn around and just shut the fuck up!""",H
5656,5656,"@user I understand, but I think it’s critical that we not give an inch to leftists who pervert and twist the language to suit their ends. These kids are illegal migrants. PERIOD.",N
5657,5657,"While Costa Rica has received the most asylum claims, Panama, Mexico and the USA have also recorded a growing trend of claims by Nicaraguans in need of international refugee protection.",N
5658,5658,EC moots migrant landing platforms in third countries,H
5659,5659,Rummage sale to benefit Jewish ALS patients:,N
5660,5660,Where's US taxpayer $s going - here's one place.  Cost $4.8 million last year for ICE to fly illegal immigrant children.,N
5661,5661,@user Has it been a year already? Are you looking forward to giving up your most hysterical woman( tweeting about seat swap on a @user flight) title?,N
5662,5662,My bathroom vs your boyfriends,N
5663,5663,I wonder who the first person to think of a sewage system was... I mean there must have been shit everywhere,H
5664,5664,World Relief is calling on all of their supporters to raise funds from their friends and family on behalf of refugees. Become an advocate and help refugees rebuild their lives. Get started here âž,H
5665,5665,@user #Compassion with #CommonSense #BuildThatWall #RuleOfLaw #SecureBorders,N
5666,5666,@user @user @user Fckin clown. You clearly haven't a fckin clue how economics works. Fckin inbred kunt.,N
5667,5667,"Edmonton attacker identified as 30yo Somali refugee Abdulahi Hasan Sharif, was known to police- CHThis is my shocked face. ðŸ˜®Ed.",N
5668,5668,"Refugees, spying, attacking media, putting immigrant kids in cages, War, nice w/ murderous dictators, neglecting the black community &amp; mass deportations. All things Trump is accused of, but what Obama actually did. Guess which 1 has a holiday &amp; a Nobel Peace Prize #StopTheBias",H
5669,5669,Immigration and welfareA toxic combination for the immigrants and for the nationals,N
5670,5670,"Live: US child migrants, #Macron US trade deal, #NorthKorea returns US #War remains",H
5671,5671,"You just have power over men altogether, women are men’s ultimate weakness after all... which is why women are slut…",N
5672,5672,@user An absolute disgraceful woman how could you show such a cunt...,N
5673,5673,"Wow, @user is disgusting. Watch the way she laughs off and rolls her eyes at @user turns out we did take the importance of black lives and immigrant children to the polls and it’s doing very well across the country.",N
5674,5674,Get over yourselves ladies... You're wrong.... all the time!,H
5675,5675,If you voted yes ya moms a hoe,H
5676,5676,"Drunken refugees - is that sad or a nature law. No refugee have to leave his country to have a better life. This means he can also get dead on his journey for hope. And so its better to stay home, than to dream.",N
5677,5677,Now how this bitch gonna fart and not say excuse me but stink up the hole check out lane #NoLadyLike,H
5678,5678,#YesAllWomen should stay in the kitchen,N
5679,5679,Pro Tip- There's nothing but sad lonely bitches at the bar drinking away their 'I'm a lonely loser' feels today,H
5680,5680,Only do much a man can take! Fuckin bitch cunts!,H
5681,5681,"#UrbanDictionaryHasTaughtMe that I'm the BEST, FUNNIEST, MOST ATTRACTIVE girl EVER- until I get to the second page and apparently I'm a SKANK WHORE BITCH SLUT.",H
5682,5682,@user 😭😭😭😭😭,H
5683,5683,"26 female immigrant and refugee students, speaking five different languages, are enrolled in this coding studies program #GirlsInTech",H
5684,5684,Think #refugees push wages down? @user suggests thinking again.,N
5685,5685,"@user WE Know that the 80,000 Americans Killed by Illegals will never be reunited and that is unacceptable Start Mass deportations of All ILLEGALS who have no right to be in the U.S Protect Americans Not Illegals # #Immigration @user",N
5686,5686,When I see someone I can't stand and get stuck talking to them,N
5687,5687,@user Sir why you are brewing frustration of #Gurudaspur on #Lord Ram,N
5688,5688,"Facebook’s new political advertising policy denounced by immigrant, civil rights groups  A wide range of advocates for immigrants and civil rights groups say Facebook’s definition of political advertising has become so broad that they are being prevented…",H
5689,5689,Liberals on odd days: Muslims do not feel safe in India.  Cow is safer than Muslims  Liberals on even days: Illegal Muslim Bangladeshi migrants feel at home in India. Why should they go? #NRCAssam,N
5690,5690,"#QAnon The red line is being drawn, and we are sick of illegals killing innocent Americans or almost. #DeportThemAll #ImmigrationReform #BuildThatWall #LockHisAssUp #KAG2018 #WWG1WGA #PatriotsUnited @user",N
5691,5691,I actually had a respectful argument with an anti-immigrant sorta-conservative (not a Trump supporter.) I managed to change their mind about immigration and they managed to change my mind on  the subject of military and veterans,N
5692,5692,‘˜Jesus said give to men in need’: Refugee wants Austrians to share money &amp;amp; homes with migrants,N
5693,5693,@user 😘😘😘,H
5694,5694,So my mom called me a nasty slut because I got a tattoo lmao that bitch is crazy,N
5695,5695,my girl did her little hoe magic & got us a guy to get us 3 GLASSES OF FUCKINH HARD LIQUOR so you know the party is…,N
5696,5696,Calling someone a bitch and a cunt is not the way to do it.,N
5697,5697,@user #FavoritePresident #BuildTheWall #GreenCardsForDACA #NoChainMigration No-Lottery #IllegalSentHome get in line. #ProtectAmericans #StopTheInvasion #HomeTown Meeting #California,H
5698,5698,RT @user Refugees need to be able to make a free and informed choice about their future and basic elements to anchor voluntary returns and make them sustainable must be in place: via @user,H
5699,5699,.#Remove #SANCTUARYcities #remove those so called #JUDGES #Remove those so called #MAYORS#remove so called #GOVERNORS #remove so called illegals that call themselves legal undocumented is stillIllegal And @user @user #BuildThatWall .,H
5700,5700,A Scottish drama project is helping refugees share their stories on radio ðŸ“»#WithRefugees,H
5701,5701,Briefing by NGOs onboard the Aquarius migrant rescue ship,N
5702,5702,"Victims of Illegal Alien Crime describe heartbreak, frustration #BuildTheWall #ProtectAmerica#EndChainMigration#EndIllegalBirthrightCitizenship#NeverForget the American Victims of Illegal Alien Migration",H
5703,5703,"After Italy blocks charities from rescuing refugees &amp; migrants and 600+ drown in just 4 weeks, it now refuses to help 450 trapped on an seaworthy wooden boat like this one @user",N
5704,5704,France: Before & After Islamification #DeportThemALL,N
5705,5705,Aquarius boat to resume migrant rescue mission,H
5706,5706,"A guy in my jr high called me a slut, bitch and whore bc i didnt like him 🙃 thus began relentless bullying by my pe…",N
5707,5707,"Unless you happen to be one of the thousands of white girls that has been raped by Muslim grooming gangs in places such as #Rotherham You are so out of touch Daniel, you don't realise how #immigration has affected white working class people in #Britainhttps://t.co/eoOdB7mEmV",H
5708,5708,When you finally get what you deserve,N
5709,5709,Amazing Legal Immigrant  Lady,N
5710,5710,"Twinkle twinkle little slut, you've got just what this BITCH wants!  you & will have lots of fun, you'll kiss my neck & lick My bum! #findom",H
5711,5711,"@user @user What a non-sense answer:  YOu learned that yourself?Anyone who, ACTIVELY OR PASSIVELY, subscribes to immigration and especially assimilation is joining the battle to destroy Whites, and it makes no difference whether their",N
5712,5712,When you tryna holla at a bitch and ya boy comes up talkin bout 'this nigga broke AF and likes fingers in his ass',N
5713,5713,you seem like the type to have a rape kink? — ummmm well ok bitch,H
5714,5714,@user This is past. Today each refugee isnt need in USA.,H
5715,5715,@user @user You need to crawl back under your are the hysterical woman.,N
5716,5716,@user It's a nice butt. But I didn't think you were a slut. I thought you might be a 300 lb man tweeting in your stained wife beater. 👊🏻,H
5717,5717,@user How many more women 'FBI 'sir have to report rape by 'Harvey Weinstein ' before you arrest him. 33 women are not enough for you,H
5718,5718,"""A key reason why refugees tend to flourish is the grit and determination they forged in the face of extreme adversity and persecution."" -Tim Breene, CEO of @user #WeWelcomeRefugees #StandForTheVulnerable #WorldRelief",H
5719,5719,I wish I was just as fascinated with important things in life as I am with those 360 degree videos on FB when I'm high,H
5720,5720,"The slating of Julia Pawlak is disgusting. Just another virgin/whore dichotomy at play. All women deserve respect, not just the 'good' ones",N
5721,5721,"@user I dont have Ovaries or a Vagina and I refuse to put women in jeopardy because they do... Pro-choice isnt pro -abortion, its womens right to choose... if you cant get pregnant from rape,STFU.",N
5722,5722,Bosnia's security minister wants #Army at border to curb entry of migrants,N
5723,5723,Her hairy old cunt gets drilled by stiff dick,N
5724,5724,Spanish teams 'overwhelmed' by waves of sea migrants,H
5725,5725,"If all of you ex's are psychotic nut jobs... Congratulations, you have good dick my friend",N
5726,5726,"The British public generally go to work then go home and many of them watch soaps on the TV, we are easily manipulated. We are a tolerant race and never objected to immigration, however many  immigrants are not so tolerant, there is only one god and it's not ours.",H
5727,5727,Too bad my stupid loyal bitch ass dropped all my hoes that smoked me out for an ain't shit boy,N
5728,5728,"ME TOO Swedish: Mother(45) make a relation with an Afghani refugee (18). They have sex, but he also kiss and touch her daughter(12). She is fighter for Me too movement, but are out of each control.",N
5729,5729,MOVE YOUR BODY LIKE YOU DO * Feat. SLAP DAT BITCHIN SLAG: via @user,H
5730,5730,"Ramadan in Germany: Muslim migrant rapes teen girl so violently, she needs surgery via @user     Animal update...",H
5731,5731,@user Time to patrol the seas to stop migrant boats before the war Syria etc didn't care a jot about Europe,H
5732,5732,"@user Anyone considering buying a property in Spain needs to consider very careful the security angle. With African migrants targeting the elderly because they are a soft touch, it may be better to consider other countries without violent ""refugees""",N
5733,5733,"When a man gives his opinion, he's a man. When a woman gives her opinion, she's a bitch. - Bette Davis",N
5734,5734,Shut the fuck up pls,N
5735,5735,"Border agent killed, partner injured by illegal immigrants using rocks, report says #PreventableDeath",H
5736,5736,Me- cusses out person for driving the wrong way in a parking lot Also me- drives wrong way in a parking lot,H
5737,5737,"When anyone calls me about anything, ever",H
5738,5738,documents the life of refugees living in Cox's Bazar camps in an ongoing basis. View more at @user @user @user @user @user @user @user @user @user,H
5739,5739,"@user @user You come out with the usual ignorance, lies and insults. Fact is that mass immigration into Ireland has been ongoing for decades now, most legal and from other EU countries, still trans-formative All the people seeking Asylum s",N
5740,5740,"Mexican Cartel Hitman Admits To Killing ""More Than 35 Men"" Across The U.S. via @user more do you need to know?@HouseGOP @user #NoAmnesty #NoDACA #DeportThemAll #KeepAmericansSafe",N
5741,5741,Portugal wants Britain to welcome all #EU migrants after #Brexit,N
5742,5742,@user happy birthday ya lil freak! I hope you get the spankings you deserve 😘😘😘,H
5743,5743,@user @user @user Have no idea what your texting about.,H
5744,5744,"Tomorrow Sept 11, 2018 is 17 years after terrorists attacked our country.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #LiberalismIsAMentalDisorder #FoxNews #NRA #BuildTheWall #BlueLivesMatter #GetOutTheVote #BORDER",N
5745,5745,I like chilling with women that like women that like men that don’t act like bitch ass niggas,H
5746,5746,"Their is a big difference between not letting American minorities vote, just because their skin color, than trying to prevent voter fraud. Using an ID confirms you’re not an undocumented immigrant. Pretty sure American minorities are smart and responsible enough to get an ID.",N
5747,5747,@user If that is so texas is heading the way of California. Texans please don't let that happen. America is counting on you. #MAGA #BuildThatWall #DrainTheDeepState #WalkAway,H
5748,5748,Yes! ThankQ! .@POTUS Violent criminals out! You do not have the right to be in the US! You should earn it! #deportillegalimmigrants #MeritBasedImmigration #BuildThatWall #VoteRedToSaveAmerica #TheRainMakers #TrumpWorld,N
5749,5749,I treat women like fuck toys cause that's all they are to me,N
5750,5750,@user @user @user So kids of illegal immigration being put in temporary detention centres (which they are put there so they don’t have to go to a full on prison with their parents) = authoritarianism? Surprise: if you cross into a,H
5751,5751,@user has got to go. Her time is up. We need people in touch with #reality that back @user and are not looking to destroy our great country.#MAGA #Trump #DrainTheSwamp #DrainTheDeepState #Trump2020 #BuildThatWall,H
5752,5752,"Did you know #Bangladesh plans to ship over 100,000 #Rohingya refugees to a tidally affected, uninhabited island that could be fully submerged if a typhoon hits? Not all is well in the camps either! @user report &amp; press conf 6 Aug 10:30 am in #Bangkok #FCCT",H
5753,5753,"From our client Army veteran Miguel Perez, to Olivia Segura's family (https://t.co/UrBsY84zpf) to Alejandra's family this administration has demonstrated its absolute disdain for veterans and their families. #MiguelBelongsHere #SupportVeterans #ALLVeterans #KeepFamiliesTogether",N
5754,5754,"Hey, tweeps! Anyone know and willing to share the appropriate @user or @user editor to pitch an immigration/asylum op-ed?",H
5755,5755,When it's time to switch up your roster,N
5756,5756,"Some idiots of the EU believe that refugees will not come if they help several countries in Africa. But its not a question of food or better life - its a question of the birthrate and overpopulation, which must stopped quick in Africa.",N
5757,5757,The last 2 lines are so true! And WE should decide who gets to come here and who doesn’t.,N
5758,5758,"""The Government of #Cameroon  through me undertakes to play its role in the  repatriation of Nigerian refugees efficiently"" Rene E.#MINTAD",N
5759,5759,"@user @user Immigration:When a group of smiling 3rd world faces move into your street, they know that the nice dumb White people will transfer $$ to pay for the new school and the costs of teaching lower-IQ kids.The White pioneers see their tax",H
5760,5760,Senator Ted Cruz visits immigrant detention centre,N
5761,5761,"@user All sports coverage, like all MSM, is for propaganda purposes ONLY  What is been promoted right now on a US World Cup pre show?: A story that Luka ModriÄ‡, the Croatian soccer star, is really a refugee.  What that really means: White Genocide De",N
5762,5762,Be careful what you do to a good woman because you will have to deal with the bitch you created 😏,H
5763,5763,@user @user at least he speaks out against organisations who threaten to rape children you applaud them and support them.,N
5764,5764,@user Think anyone who gets turned down for a date and calls her a bitch or slut. Usually a phase that can be…,N
5765,5765,"Where Europe will go ? The people will vote different, because they have to decide: More refugees, more weapons for NATO means less welfare and fine life- OR: No refugees, no weapons means happy life. I think they will decide the last option.",H
5766,5766,Follow my blog. See the men who *are*fighting for men's rights. #Zakatus #misandryisreal #teens #NaturalRights,N
5767,5767,@user Must Shut Down Austin #SanctuaryCity  Law fot Illegals #Texas #GOP #Trump #MAGA via @user,N
5768,5768,During the 'men are trash' narrative you always say not all men but when someone from another tribe makes a mistake you generalise. Smh,H
5769,5769,@user @user @user Bitch please. I bet the cunts won't even bother.,N
5770,5770,"see when a women cheats on a man SOME say: 'you hoe, skank, bitch' *it's external when a man cheats on a woman SO…",H
5771,5771,@user MAYBE that will stop illegal immigrants from crossing?! #BuildThatWall,N
5772,5772,"Old school hip hop and old school African Services / Immigrant Community Law Center - ICLC outreach under a beautiful sky at Crotona Park in the Bronx on Friday thanks to City Parks Foundation, SummerStage NYC...",H
5773,5773,Illegal Immigrant Beheads 13-Year-Old Girl  after he forces her to watch Grandmothers Murder  this is what @user Support Killing by Illegals as they protect them in #SanctuaryCities  #Trump #MAGA @user  Media Blackout via @user,N
5774,5774,"It is absolutely terrifying from a public health standpoint to think about the numbers of kids experiencing sudden and prolonged separation, he says.",H
5775,5775,Employment rate for non-EU migrants highest in Czech Republic,N
5776,5776,@user Dont Listen To #Democrats Illegal #immigration is NOT a Victimless Crime over 1.5 Million Citizens SSN used by Illegals according to the IRS they need to be turned over To  @user and Deported #Trump #MAGA #RedNationRising @user,H
5777,5777,@user bitch you crazy as hell if you think you not bringing MY niece to see me. The fuck. i was there when her ass was conceived gahdam!,N
5778,5778,@user You are the dumbest bitch I've seen.. I'll rape you and I'll Tell you to man up afterwords how would u feel after that?,N
5779,5779,Tw: I keep waking up to new women coming forward about their assaults. Does it matter if it's 'not all men' if it is all women?,N
5780,5780,@user @user @user We are being INVADED!!!! #BuildThatWall BUILD THE WALL and SHUT THE DOOR on our border with Mexico NOW!,H
5781,5781,@user Poor little SJWsnowflake so confused and fragile. You hysterical leftists haven't resisted anything. Your 'winter' will never come.,H
5782,5782,"RT @user 'A good time was had by all,' to describe a time that only you enjoyed. #TFM",N
5783,5783,A boy does everything to finish school with flying colors &; you expel him few days before his graduation? Did he kill or rape anyone?,H
5784,5784,@user I call them a whale ass hoe? I was told bc everyone envies skinny women,N
5785,5785,I don’t like Halloween at all that shit cold and everwhere you go smells like booty hole and candy don’t @ me,N
5786,5786,Fuck off Holly you slag #thismorning,N
5787,5787,We the British People need to remrove all Zoinest  lobbyists from UK political parties  these Refugees are not welcome anymore. End The Rothschilds  Central Bankimg system.,H
5788,5788,Worker charged in 2017 with molesting children at immigrant shelter | The Texas Tribune,N
5789,5789,When you ride past that bitch that don't like you,H
5790,5790,@user Fuck you and all of your videos you stupid video game criticizing bitch stop fucking talking about things you know nothing about fucker,H
5791,5791,"""We are facing a global crisis. The refugee crisis affects all of us. It's a global crisis that needs global solutions. I believe we are at a crossroads in how we choose to treat &amp; deal with the refugee crisis."" - @user #TEDxExeter #Refugees",N
5792,5792,"@user @user To ignore the role of the immigration invasion and White Genocide in the housing disaster isn't just irresponsible, its criminal.https://t.co/HFGW0AGyPihttps://t.co/kywyK2rg1k",H
5793,5793,@user Better vetting is all we asked for but the left went hysterical like a little girl in Barbie doll factory.,H
5794,5794,Over 240 mio. refugees wait for the UN act for unlimited settlement in November 2018.(USA+Hungary dont undertake) in Marocco.,N
5795,5795,"Historically, refugee agencies have focused on meeting immediate relief needs. But what if we could do more? -John Barcanic #OneStepCloserWR",H
5796,5796,@user I think @user was a more hysterical woman than you. But it was close,N
